"title","category","duration","channel","description","intensity","props","url"
"Krótka joga ★✩✩✩ dla zabieganych","Vinyasa, Rozciąganie, Mobilność, Początkujący","34","Yoga Home","Sesja jogi dla osób początkujących, która łączy ruch z oddechem oraz wzmacnia ciało poprzez proste asany.","2","Brak","https://www.youtube.com/watch?v=b_WRoaZM-7U"
"Power Joga ★★★✩ z dłuższym relaksem","Vinyasa, Wzmacnianie, Flow, Relaks","71","Yoga Home","Intensywna praktyka Power Jogi, wykorzystująca sekwencję powitań słońca oraz płynne przejścia między asanami.","4","Brak","https://www.youtube.com/watch?v=2rIG_QVvhW4"
"Joga Zdrowe Plecy ★✩✩✩ pozycje stojące","Vinyasa, Stojące, Początkujący, Stabilizacja","41","Yoga Home","Sesja oparta na pozycjach stojących, która uczy świadomości ciała oraz poprawia stabilizację stawów.","2","Brak","https://www.youtube.com/watch?v=Wkfep5-h30Q"
"Joga dla biegaczy ★★✩✩ Otwarcie klatki piersiowej","Joga dla biegaczy, Klatka piersiowa, Rozciąganie, Postawa","74","Yoga Home","Praktyka jogi dedykowana biegaczom, koncentrująca się na otwarciu klatki piersiowej i poprawie postawy.","3","Brak","https://www.youtube.com/watch?v=mrQIArFUDIs"
"Joga Vinyasa ★★✩✩ Yoga Wheel","Vinyasa, Wzmacnianie, Koło, Wyzwanie","68","Yoga Home","Płynna praktyka Vinyasy z wykorzystaniem koła do jogi, skupiająca się na głębszym zaangażowaniu mięśni.","3","Koło","https://www.youtube.com/watch?v=BNiVt-TmLtI"
"Relaksacyjna Vinyasa ★✩✩✩ z wałkiem do jogi","Vinyasa, Relaks, Wałek, Regeneracja","56","Yoga Home","Praktyka łącząca Vinyasę z elementami Yin, w której wykorzystujemy wałek do jogi do dłuższych zatrzymań.","2","Wałek","https://www.youtube.com/watch?v=EourTBSMN_A"
"Krótka joga dla zabieganych ★★✩✩ mocne nogi","Vinyasa, Zabiegani, Mocne nogi, Krążenie","31","Yoga Home","Krótka sesja jogi skupiająca się na pobudzeniu krążenia i dynamicznych ruchach w prostych asanach.","3","Brak","https://www.youtube.com/watch?v=7fHs9vZcdLQ"
"Vinyasa ★★★✩ Joga inspirowana gołębiami","Vinyasa, Gołębie, Przygotowanie, Asany","70","Yoga Home","Sesja jogi skupiająca się na przygotowaniu do pozycji pół-gołębia, wymagająca kompleksowego zaangażowania ciała.","4","Brak","https://www.youtube.com/watch?v=G5H40SI473c"
"Joga Zdrowe Plecy ★✩✩✩ poprawny pies z głową w dół","Vinyasa, Pies z głową w dół, Początkujący, Technika","42","Yoga Home","Sesja jogi ucząca prawidłowego wykonania pozycji psa z głową w dół, wzmacniająca i rozciągająca ciało.","2","Brak","https://www.youtube.com/watch?v=FJlCKJnqRFE"
"Joga dla biegaczy ★★✩✩ Wzmacnianie pośladka","Wzmacnianie, Biegacze, Pośladki, Kręgosłup","74","Yoga Home","Praktyka skupia się na wzmocnieniu mięśni pośladków, co jest istotne dla biegaczy i poprawia stabilizację kręgosłupa.","3","Brak","https://www.youtube.com/watch?v=e3y6GHZGQTw"
"Joga Zdrowe Plecy ★✩✩✩ Mobilność we wszystkich stawach","Mobilność, Plecy, Łagodna, Stawy","59","Yoga Home","Sesja jogi o łagodnym charakterze, skoncentrowana na rozruszaniu stawów i poprawie mobilności.","2","Brak","https://www.youtube.com/watch?v=yluEsuNLVvk"
"Joga Vinyasa ★★✩✩ ""szuranie po podłodze""","Vinyasa, Core, Mięśnie głębokie, Stabilizacja","68","Yoga Home","Praktyka Vinyasy, która aktywizuje mięśnie głębokie poprzez elementy 'szurania' na podłodze.","3","Brak","https://www.youtube.com/watch?v=ySrVrdhQtAk"
"Praktyka księżycowa ★★★✩ Backbending - mostek","Księżycowa, Backbending, Spokój, Siła","70","Yoga Home","Spokojna praktyka jogi oparta na vinyasie księżycowej, z uwzględnieniem wygięć w tył.","3","Brak","https://www.youtube.com/watch?v=7bppmiJkYXY"
"Joga dla Początkujących ★✩✩✩ Lekcja 8 z 8","Początkujący, Hatha, Relaks, Oddech","31","Yoga Home","Praktyka jogi dla początkujących, skoncentrowana na omówieniu pozycji virasana oraz oddechu.","2","Brak","https://www.youtube.com/watch?v=EUBlVora1vk"
"Joga dla Początkujących ★✩✩✩ Lekcja 7 z 8","Początkujący, Vinyasa, Relaks, Oddech","35","Yoga Home","Krótka praktyka dla nowicjuszy, która omawia pozycję szewca oraz skupia się na oddechu i relaksie.","2","Brak","https://www.youtube.com/watch?v=1FvQX84JPEw"
"Joga dla biegaczy ★★✩✩ głębokie rozciąganie","Biegacze, Rozciąganie, Głębokie, Spokój","73","Yoga Home","Sesja jogi dla biegaczy, nastawiona na głębokie rozciąganie, z dłuższym zatrzymywaniem w pozycjach.","3","Brak","https://www.youtube.com/watch?v=PiT2qeU3YzQ"
"Joga Zdrowe Plecy ★✩✩✩ nadgarstek, łokieć, bark","Plecy, Vinyasa, Mobilność, Ramiona","58","Yoga Home","Łagodna praktyka jogi w stylu Vinyasa, z elementami mobilności skoncentrowana na ramionach.","3","Brak","https://www.youtube.com/watch?v=3H5t-ZwLnEM"
"Joga eksperymentalna ★★✩✩ Vinyasa z kostką do jogi","Vinyasa, Kostka, Eksperymentalna, Ruch","70","Yoga Home","Sesja Vinyasy z wykorzystaniem kostki do jogi, która wspomaga pozycje i wpływa na trudność praktyki.","3","Kostka do jogi","https://www.youtube.com/watch?v=iLH48juKTyA"
"Joga Vinyasa ★★★✩ wzmacniająca pod balanse na rękach","Vinyasa, Wzmacnianie, Balanse, Ręce","71","Yoga Home","Sesja Vinyasy koncentrująca się na wzmacnianiu ciała, niezbędnego do unoszenia i balansowania.","4","Brak","https://www.youtube.com/watch?v=JNINGhWM68E"
"Joga dla Początkujących ★✩✩✩ Lekcja 6 z 8","Wprowadzenie, Vinyasa, Relaks, Biodra","32","Yoga Home","Łagodna praktyka jogi z omówieniem pozycji półgołębia, skupiona na oddechu i delikatnym ruchu.","2","Brak","https://www.youtube.com/watch?v=N4SmiwNsa28"
"Krótka joga dla zabieganych ★★✩✩ rampa","Vinyasa, Rampa, Energia, Ciało","31","Yoga Home","Intensywna praktyka metodą rampy, która harmonijnie łączy asany w taneczny, medytacyjny ciąg.","3","Brak","https://www.youtube.com/watch?v=Z0E9vOoIiPE"
"Joga dla Początkujących ★✩✩✩ Lekcja 5 z 8","Wprowadzenie, Vinyasa, Relaks, Biodra","35","Yoga Home","Łagodna praktyka jogi skupiająca się na asymetrycznej pozycji triangi, z naciskiem na oddech i relaks.","2","Brak","https://www.youtube.com/watch?v=o0e6ZoccJvI"
"Joga dla biegaczy ★★✩✩ gruszka!","Biegacze, Relaks, Terapeutyczna, Gruszka","72","Yoga Home","Praktyka jogi dla biegaczy, koncentrująca się na rozluźnieniu mięśnia gruszkowatego.","3","Brak","https://www.youtube.com/watch?v=aqfByLUFSHA"
"Joga Zdrowe Plecy ★✩✩✩ szyja i kark","Terapeutyczna, Szyja, Kark, Relaks","58","Yoga Home","Łagodna, terapeutyczna praktyka jogi skupiona na okolicach szyi i karku, pomagająca zredukować napięcia.","2","Brak","https://www.youtube.com/watch?v=44o4Gzy4Z8g"
"Joga Vinyasa ★★✩✩ z rolowaniem stóp (piłeczka ze skarpet)","Vinyasa, Automasaż, Kreatywność, Rolowanie","70","Yoga Home","Praktyka jogi łącząca elementy automasażu piłeczką i rolowanie stóp, wykorzystująca kreatywne podejście do jogi.","3","Piłeczka","https://www.youtube.com/watch?v=bUwHyeI_KSE"
"Joga Vinyasa ★★★✩ noga za głową","Vinyasa, Trudne Asany, Rozciąganie, Biodra","69","Yoga Home","Vinyasa skupiona na głębokim rozciąganiu, mająca na celu otwieranie bioder w kierunku nogi za głową.","4","Brak","https://www.youtube.com/watch?v=B8vqJ5XQWWE"
"Joga dla Początkujących ★✩✩✩ Lekcja 4 z 8","Wprowadzenie, Vinyasa, Relaks, Skręt","32","Yoga Home","Łagodna i krótka praktyka jogi z wykorzystaniem pozycji marichyasana, skupiająca się na technice i oddechu.","2","Brak","https://www.youtube.com/watch?v=AZSIS4lx1y4"
"Vinyasa księżycowa ★✩✩✩ z elementami Yin Jogi","Vinyasa, Yin, Relaks, Hybryda","58","Yoga Home","Praktyka hybrydowa łącząca Vinyasa z elementami Yin Jogi, idealna do relaksacji w dni nowiu i pełni.","3","Brak","https://www.youtube.com/watch?v=SlRcHPP4jkM"
"Krótka joga dla zabieganych ★★✩✩ balans","Balans, Vinyasa, Wzmocnienie, Rozciąganie","33","Yoga Home","Sesja jogi łącząca w sobie elementy wzmacniania i rozciągania, z naciskiem na praktyki balansowe.","3","Brak","https://www.youtube.com/watch?v=FgO2duauy5I"
"Joga dla Początkujących ★✩✩✩ Lekcja 3 z 8","Początkujący, Hatha, Relaks, Oddech","32","Yoga Home","Łagodna praktyka jogi dla początkujących, z naciskiem na pozycję janu sirsasana oraz techniki oddechowe.","2","Brak","https://www.youtube.com/watch?v=3ZkITKejP4Q"
"Joga dla biegaczy ★★✩✩ praktyka z paskiem","Joga dla biegaczy, Pasek, Rozciąganie, Spięcia","69","Yoga Home","Joga dedykowana biegaczom, z użyciem paska do poprawy świadomego wykonania asan i rozciągania klatki piersiowej.","3","Pasek","https://www.youtube.com/watch?v=I3TCwoGsvjE"
"Joga Zdrowe Plecy ★✩✩✩ Praktyka na trawienie","Zdrowe Plecy, Trawienie, Relaks, Skręty","57","Yoga Home","Sesja jogi skupiająca się na usprawnieniu trawienia i aktywizacji mięśni przez pozycje skrętne.","2","Brak","https://www.youtube.com/watch?v=eluXYffGMNc"
"Joga ★★✩✩ z dużą piłką fitness","Joga Eksperymentalna, Balans, Stabilizacja, Vinyasa","71","Yoga Home","Praktyka Vinyasy z wykorzystaniem dużej piłki fitness, z naciskiem na balans i stabilizację.","3","Duża piłka fitness","https://www.youtube.com/watch?v=FRf1nJbLQmk"
"Joga Vinyasa ★★★✩ trudne asany","Vinyasa, Trudne asany, Wzmocnienie, Rozciąganie","70","Yoga Home","Praktyka jogi skierowana do doświadczonych joginów, obejmująca trudne asany i rozwijająca zakres ruchowy.","4","Brak","https://www.youtube.com/watch?v=vzfaT4QuSbY"
"Joga dla Początkujących ★✩✩✩ Lekcja 2 z 8","Początkujący, Hatha, Relaks, Oddech","33","Yoga Home","Łagodna praktyka jogi dla początkujących, z naciskiem na pozycję malasana oraz techniki relaksacyjne.","2","Brak","https://www.youtube.com/watch?v=ciFVAXLT3Ow"
"Yin Joga ★✩✩✩ relaks do szpagatu","Yin Joga, Relaks, Szpagat, Oddech","59","Yoga Home","Spokojna sesja jogi yin, skoncentrowana na wydłużeniu pozycji prowadzących do szpagatu.","1","Brak","https://www.youtube.com/watch?v=iMDViQtDsWU"
"Krótka joga ★★✩✩ dla zabieganych","Vinyasa, Krótka joga, Rozciąganie, Wzmocnienie","32","Yoga Home","Sesja jogi dla osób z małą ilością czasu, łącząca elementy rozciągania i wzmacniania.","3","Brak","https://www.youtube.com/watch?v=l3SBm-_icRA"
"Joga dla Początkujących ★✩✩✩ Lekcja 1 z 8","Początkujący, Hatha, Relaks, Oddech","35","Yoga Home","Łagodna praktyka jogi skupiająca się na siedzących skłonach i technikach oddechowych dla początkujących.","2","Brak","https://www.youtube.com/watch?v=F4Wfa5YdxiI"
"Joga dla biegaczy ★★✩✩ rozciąganie nóg we wszystkich kierunkach","Biegacze, Rozciąganie, Vinyasa, Nogi","72","Yoga Home","Joga dedykowana biegaczom, skoncentrowana na rozciąganiu nóg oraz redukcji spięć w obrębie czwórek i przywodzicieli.","2","Brak","https://www.youtube.com/watch?v=zALaw9_Tnrw"
"Joga Vinyasa ★★✩✩ na rozruszanie się","Vinyasa, Rozgrzewka, Wzmacnianie, Stojące","67","Yoga Home","Praktyka skupiająca się na pozycjach stojących, które wzmacniają ciało oraz rozciągają się w drugiej części.","3","Brak","https://www.youtube.com/watch?v=8nlhGIz97gw"
"Vinyasa dla każdego ★✩✩✩/★★✩✩/★★★✩ + długi relaks","Vinyasa, Dostosowanie, Relaks, Wielopoziomowa","85","Yoga Home","Lekcja jogi oferująca trzy poziomy trudności, umożliwiająca dostosowanie asan do indywidualnych potrzeb.","3","Brak","https://www.youtube.com/watch?v=f8ABMI1X36w"
"Vinyasa na brak słońca ★★✩✩ POWER JOGA","Power Yoga, Wzmacnianie, Energia, Vinyasa","56","Yoga Home","Energetyczna praktyka oparta na pełnej vinyasie, inspirowana Ashtangą, idealna do intensywnego treningu.","4","Brak","https://www.youtube.com/watch?v=ApGOXs3R8g8"
"Joga dla biegaczy ★★✩✩ balans na jednej nodze.","Biegacze, Balans, Vinyasa, Stabilizacja","70","Yoga Home","Praktyka skoncentrowana na pracy z balansem i stabilizacją, szczególnie użyteczna dla biegaczy.","3","Ręcznik","https://www.youtube.com/watch?v=gnyXe96uiJU"
"JOGA Zdrowe Plecy ★✩✩✩ wzmacnianie i mobilizacja pleców","Zdrowe plecy, Mobilizacja, Wzmacnianie, Vinyasa","56","Yoga Home","Spokojna praktyka vinyasy skupiająca się na mobilizacji kręgosłupa i wzmacnianiu mięśni pleców.","3","Pasek","https://www.youtube.com/watch?v=rTL6Nhzp3lA"
"Vinyasa + warsztat ★★★✩ Wild Thing Pose","Vinyasa, Warsztat, Mostek, Płynność","72","Yoga Home","Płynna praktyka przygotowująca do pozycji mostka oraz tranzycji do Wild Thing Pose.","3","Brak","https://www.youtube.com/watch?v=z6GiAlP-970"
"Yin joga ★✩✩✩ praktyka na dobry sen.","Yin Joga, Relaks, Zasypianie, Łagodna","59","Yoga Home","Spokojna praktyka yin jogi, koncentrująca się na wyciszających asanach ułatwiających zasypianie.","1","Poduszki","https://www.youtube.com/watch?v=_doHwwK8JEY"
"Vinyasa ★★✩✩ zatrzymaj się w asanie","Vinyasa, Rozciąganie, Wzmacnianie, Stabilność","72","Yoga Home","Praktyka z długimi zatrzymaniami w asanach, łącząca elementy wzmacniania i rozciągania.","3","Brak","https://www.youtube.com/watch?v=Hwrgm6FU7nM"
"Vinyasa RAMPA ★★✩✩ krótko ale intensywnie","Vinyasa, Rampa, Intensywna, Średniozaawansowana","45","Yoga Home","Lekcja Vinyasa metodą rampy, koncentrująca się na płynnych przejściach między asanami w ruchu.","4","Brak","https://www.youtube.com/watch?v=dzCnC9CRr_E"
"Joga dla biegaczy ★★✩✩ czworogłowy uda","Czworogłowy, Bieganie, Vinyasa, Mobilność","70","Yoga Home","Praktyka Vinyasy skupiająca się na pracy z mięśniem czworogłowym uda, obejmująca mobilizację, wzmacnianie i rozciąganie.","3","Brak","https://www.youtube.com/watch?v=QjJ1nv28Ye0"
"Vinyasa + Warszatat ★★★✩ Pincha Mayurasana","Pincha Mayurasana, Vinyasa, Siła, Mobilność","73","Yoga Home","Sesja Vinyasy prowadząca do pozycji Pincha Mayurasana, obejmująca rozgrzewkę i różne techniki budowania siły.","4","Brak","https://www.youtube.com/watch?v=xwvswi_4sfA"
"JOGA Zdrowe Plecy ★✩✩✩ skręty tułowia.","Skręty, Zdrowe Plecy, Relaks, Hatha","57","Yoga Home","Łagodna joga skoncentrowana na pozycjach skrętnych, mająca na celu relaksację i poprawę trawienia.","2","Brak","https://www.youtube.com/watch?v=PyjSbsgBb7c"
"Joga dla biegaczy ★★✩✩ mobilność stawu skokowego","Staw skokowy, Bieganie, Mobilność, Rozciąganie","71","Yoga Home","Sesja jogi poświęcona mobilności stawu skokowego, obejmująca rozciąganie, stabilizację i wzmacnianie.","3","Brak","https://www.youtube.com/watch?v=SdA-Iq4RXsQ"
"Covid ★✩✩✩ terapeutyczna sesja jogi + ćwiczenia oddechowe","Terapeutyczna, Covid, Oddechowe Ćwiczenia","53","Yoga Home","Sesja jogi mająca na celu rozluźnienie i poprawę oddychania, z wykorzystaniem technik oddechowych.","2","Brak","https://www.youtube.com/watch?v=0FMWwkKapwc"
"Yoga Wheel ★★★✩ sesja ogólnorozwojowa","Yoga Wheel, Ogólnorozwojowa, Backbending","68","Yoga Home","Sesja jogi z wykorzystaniem koła do jogi, angażująca mięśnie całego ciała i koncentrująca się na rozluźnieniu i wzmacnianiu.","3","Koło do jogi","https://www.youtube.com/watch?v=fehzqmBSKkE"
"Yin Joga ★✩✩✩ praktyka antystresowa","Yin Joga, Relaks, Antystresowa","60","Yoga Home","Bardzo łagodna sesja jogi skoncentrowana na relaksacji mięśni oraz pracy na głębokich strukturach ciała.","1","Poduszki, Bolster, Koc","https://www.youtube.com/watch?v=N_YE8iVKNbg"
"Vinyasa wzmacniająca brzuch ★★✩✩ dla początkujących","Brzuch, Wzmacnianie, Vinyasa","71","Yoga Home","Sesja Vinyasy skoncentrowana na wzmocnieniu mięśni brzucha i pracy nad ich głębszymi partiami.","3","Brak","https://www.youtube.com/watch?v=-5l6N8DqIv4"
"Vinyasa księżycowa ★★✩✩ joga regeneracyjna","Regeneracyjna, Vinyasa, Joga Księżycowa","46","Yoga Home","Sesja jogi z delikatnym ruchem i asanami regeneracyjnymi, dedykowana czasowi pełni i nowiu.","2","Brak","https://www.youtube.com/watch?v=dc6rHC3WH7U"
"Joga dla biegaczy ★★✩✩ rozciąganie tyłów ud i łydki","Biegacze, Rozciąganie, Tyły ud, Łydki","71","Yoga Home","Sesja jogi skoncentrowana na rozciąganiu tyłów ud oraz łydek, łącząca ruch z oddechem.","3","Brak","https://www.youtube.com/watch?v=bNtAAABSrcQ"
"Warsztat ★★✩✩ jak robić chaturanga dandasana?","Warsztat, Chaturanga, Wzmacnianie, Technika","70","Yoga Home","Warsztat, w którym uczymy się prawidłowego wykonania asany Chaturanga dandasana i wzmacniamy ciało.","4","Brak","https://www.youtube.com/watch?v=VfY5zhLBDns"
"Stretching dla opornych ★✩✩✩ metoda PIR","Stretching, Metoda PIR, Rozciąganie, Mobilność","58","Yoga Home","Praktyka stretchingowa metodą PIR, polegająca na napinaniu oraz rozluźnianiu mięśni.","2","Kostki, Pasek, Mata","https://www.youtube.com/watch?v=kAQEUtOPJ-0"
"Ashtanga PSP ★★★✩ poziom 3","Ashtanga, Vinyasa, Oddychanie, Flow","91","Yoga Home","Prowadzona sesja pierwszej serii Ashtanga Vinyasa Yoga, skupiająca się na oddechu i technice.","4","Brak","https://www.youtube.com/watch?v=BTI5HPoIi-Q"
"JOGA Zdrowe Plecy ★✩✩✩ mięsień biodrowo-lędźwiowy","Zdrowe Plecy, Rozciąganie, Biodra, Wzmacnianie","50","Yoga Home","Ekspresowa praktyka rozciągająca mięsień biodrowo-lędźwiowy, dedykowana osobom pracującym w pozycji siedzącej.","2","Brak","https://www.youtube.com/watch?v=84Qk21yJLNQ"
"Joga dla biegaczy ★★✩✩ praktyka z paskiem","Biegacze, Pasek, Rozciąganie, Mobilizacja","70","Yoga Home","Praktyka jogi dedykowana biegaczom z wykorzystaniem paska do rozciągania nóg i otwierania klatki piersiowej.","3","Pasek","https://www.youtube.com/watch?v=yw_LlaqTFtw"
"JOGA Zdrowe Plecy ★✩✩✩  rozruszaj łopatki","Zdrowe Plecy, Łopatki, Mobilizacja, Wzmacnianie","59","Yoga Home","Praktyka skoncentrowana na mobilizacji i pracy z łopatkami, z wieloma ćwiczeniami dla tej części ciała.","3","Brak","https://www.youtube.com/watch?v=Q6OSr27M5QE"
"Trudne asany ★★★✩ Vinyasa dla zaawansowanych","Vinyasa, Zaawansowani, Trudne Asany, Flow","71","Yoga Home","Sesja vinyasa dla osób średniozaawansowanych i zaawansowanych, wykorzystująca trudne asany w różnych wariantach.","4","Brak","https://www.youtube.com/watch?v=WSwbwXAVmOU"
"Joga ★✩✩✩ w łóżku na dobranoc","Relaks, Łóżko, Joga w Łóżku, Dobranoc","56","Yoga Home","Praktyka jogi w łóżku, skupiona na relaksie przed snem.","2","Brak","https://www.youtube.com/watch?v=ufgGTCWLYzE"
"Vinyasa ""Nie garb się"" ★★✩✩ otwieramy klatkę, wzmacniamy plecy","Vinyasa, Wzmacnianie, Klatka Piersiowa, Postawa","67","Yoga Home","Sekwencja jogi przeciwdziałająca garbieniu, skupiająca się na rozciąganiu klatki piersiowej i wzmacnianiu pleców.","3","Brak","https://www.youtube.com/watch?v=CPWXL03MobA"
"Praktyka z wałkiem do jogi ★★☆☆ bez maty","Vinyasa, Wałek, Regeneracja","40","Yoga Home","Wykorzystamy bolster do praktyki vinyasy, sesja nie wymaga maty.","2","Wałek","https://www.youtube.com/watch?v=_P4Er3VN4jE"
"Joga dla biegaczy ★★☆☆ mięsień gruszkowaty","Biegacze, Mięsień gruszkowaty, Vinyasa","72","Yoga Home","Skupimy się na spiętym mięśniu gruszkowatym oraz pośladkach, wzmacniając i rozciągając nogi.","3","Brak","https://www.youtube.com/watch?v=FFxNTnPo_BQ"
"Vinyasa księżycowa ★★✩✩ regeneracja","Vinyasa, Regeneracja, Księżycowa","58","Yoga Home","Praktyka księżycowa dedykowana na czas nowiu i pełni, skoncentrowana na relaksacji.","2","Brak","https://www.youtube.com/watch?v=D-8-XEiaoFs"
"Vinyasa tematyczna ★★★✩ stojący słoneczny kompas","Vinyasa, Stojący słoneczny kompas","70","Yoga Home","Zajęcia przygotowujące do pozycji stojącego słonecznego kompasu.","3","Brak","https://www.youtube.com/watch?v=nVNmpWeKywQ"
"Yin Joga ★✩✩✩ na biodra","Yin, Biodra, Relaks","59","Yoga Home","Łagodna sesja skupiająca się na pogłębianiu rotacji zewnętrznej w biodrze.","1","Brak","https://www.youtube.com/watch?v=mH-PjvU2LPU"
"Sesja z kołem do jogi ★★✩✩ Yoga wheel","Vinyasa, Koło, Eksperymentalna","43","Yoga Home","Pełna lekcja z wykorzystaniem koła do jogi, zawierająca różne asany.","3","Koło","https://www.youtube.com/watch?v=2byh0dorjrU"
"Joga dla biegaczy ★★✩✩ Rolowanie stopy","Biegacze, Rolowanie, Vinyasa","70","Yoga Home","Praktyka jogi z rolowaniem stóp, skoncentrowana na spięciach w obrębie nóg.","2","Rura, Roller","https://www.youtube.com/watch?v=86nzuLjOAcY"
"Vinyasa tematyczna ★★✩✩ przygotowanie do lotosu","Vinyasa, Lotos","77","Yoga Home","Zajęcia przygotowujące do pozycji lotosu, w trakcie których praktykowane są asany zbliżające do pełnej pozycji.","3","Brak","https://www.youtube.com/watch?v=NNaagj9ndp4"
"Vinyasa ★★★✩ energetyczna rampa balansowa","Vinyasa, Energia, Balans, Asany","44","Yoga Home","Płynna sekwencja vinyasy, w której w każdym powtórzeniu dodajemy nową asanę, tworząc piękną jogową choreografię.","3","Brak","https://www.youtube.com/watch?v=RMTkTJTVVqw"
"Vinyasa wzmacniająca ★★✩✩ dla początkujących","Vinyasa, Wzmacnianie, Początkujący, Asany","68","Yoga Home","Zajęcia dedykowane początkującym, które w odpowiedni sposób wzmacniają ciało do bardziej zaawansowanych asan.","2","Brak","https://www.youtube.com/watch?v=S8Wdk89mcHQ"
"JOGA Zdrowe plecy ★✩✩✩ odcinek szyjny kręgosłupa","Zdrowe plecy, Kręgosłup, Rozciąganie, Mobilność","46","Yoga Home","Praktyka skoncentrowana na rozluźnieniu mięśni pleców i karku oraz poprawie mobilności odcinka szyjnego kręgosłupa.","3","Brak","https://www.youtube.com/watch?v=UGC6LjMlfVU"
"Joga dla biegaczy ★★✩✩ wzmacnianie i rozciąganie ud","Joga dla biegaczy, Wzmacnianie, Rozciąganie, Nogi","72","Yoga Home","Joga Vinyasa, która wzmacnia i rozciąga nogi, pracując nad mobilnością stawu skokowego.","2","Brak","https://www.youtube.com/watch?v=qLpzJRMjS98"
"Joga Zdrowe Plecy ★✩✩✩ poranne przeciąganie bez powitań słońca","Zdrowe plecy, Poranek, Rozciąganie, Asany","41","Yoga Home","Sekwencja rozluźniająca i pobudzająca o poranku, skupiająca się na rozciąganiu ciała.","2","Wałek","https://www.youtube.com/watch?v=W3b3TVG08mE"
"Vinyasa + warsztat ★★★✩ mostek (koło) z nogą do góry","Vinyasa, Warsztat, Rozciąganie, Siła","70","Yoga Home","Praktyka przygotowująca ciało do mostka w płynnej sekwencji vinyasy z elementem warsztatu.","4","Brak","https://www.youtube.com/watch?v=jqC8yVyVPZQ"
"Yin Joga na biodra ★✩✩✩ Pół motyl - pół diament","Yin Joga, Biodra, Relaks, Rozciąganie","58","Yoga Home","Łagodna sesja, która pogłębia rotację zewnętrzną w biodrze, skupiając się na relaksacji.","1","Brak","https://www.youtube.com/watch?v=WpzpKTTTi-U"
"Vinyasa wzmacniająca ★★★★ balanse ręczne","Vinyasa, Balans, Intensywność, Zaawansowani","67","Yoga Home","Intensywna praktyka z balansami ręcznymi, takimi jak pozycja kruka i kruka na przedramionach.","4","Ręcznik","https://www.youtube.com/watch?v=rjDtFUSbn24"
"Joga Zdrowe Plecy ★✩✩✩ mobilność barków","Zdrowe plecy, Mobilność, Barki, Rozciąganie","44","Yoga Home","Praktyka rozgrzewająca barki z dużą ilością ćwiczeń mobilnościowych i rozciągających.","3","Pasek","https://www.youtube.com/watch?v=Twts6DbOKXQ"
"Joga dla biegaczy ★★✩✩","Joga dla biegaczy, Rozciąganie, Mobilność, Nogi","69","Yoga Home","Joga Vinyasa, która rozpracowuje napięcia mięśniowe po bieganiu.","2","Brak","https://www.youtube.com/watch?v=o_jDq-l2T-8"
"Joga Zdrowe Plecy ★✩✩✩ rozciąganie tyłów nóg","Vinyasa, Rozciąganie, Plecy, Łagodna","44","Yoga Home","Praktyka łagodnej Vinyasy skoncentrowana na rozciąganiu tyłów nóg, z modyfikacjami psa z głową w dół i innymi asanami. W trakcie zajęć użyjemy paska do jogi.","2","Pasek","https://www.youtube.com/watch?v=q1LoFZugFnk"
"Yin Joga ★✩✩✩ otwarcie klatki piersiowej","Yin, Klatka piersiowa, Relaks, Wydolność oddechowa","60","Yoga Home","Praktyka yin jogi skoncentrowana na otwarciu klatki piersiowej z długimi zatrzymaniami w pozycjach. Użyjemy wałka do jogi dla wsparcia.","2","Wałek","https://www.youtube.com/watch?v=YWf_YFWYhqE"
"Joga Vinyasa ★★✩✩ wzmacniająca plecy","Vinyasa, Wzmacnianie, Plecy, Umiarkowana","71","Yoga Home","Płynna praktyka wzmacniająca plecy, poprawiająca postawę ciała. Zajęcia koncentrują się na wzmacnianiu.","3","Brak","https://www.youtube.com/watch?v=f-EJeHzFv_Y"
"Joga Zdrowe Plecy ★✩✩✩ łagodne rozciąganie","Vinyasa, Rozciąganie, Plecy, Łagodna","42","Yoga Home","Praktyka łagodnej Vinyasy skoncentrowana na rozciąganiu różnych części ciała, w tym tyłu ud i bioder. Użyjemy paska i klocków dla wsparcia.","2","Pasek, Klocki","https://www.youtube.com/watch?v=K9iiVc5cnf4"
"Joga dla biegaczy ★★✩✩ nastawiona na wzmacnianie","Vinyasa, Bieganie, Wzmacnianie, Mobilność","69","Yoga Home","Joga Vinyasa skoncentrowana na wzmacnianiu, szczególnie dla biegaczy, z naciskiem na przemieszczenie i mobilność stawów.","3","Brak","https://www.youtube.com/watch?v=NaAp3E03qcY"
"Joga Vinyasa ★★✩✩ na poprawę trawienia","Vinyasa, Trawienie, Skręty, Wzmacnianie","67","Yoga Home","Praktyka Vinyasy skupiająca się na skrętach ciała i aktywacji mięśni brzucha, poprawiająca trawienie.","3","Brak","https://www.youtube.com/watch?v=vaERvIWVs0g"
"Yin Joga ★✩✩✩ na przywodziciele","Yin, Przywodziciele, Rozciąganie, Głębokie","57","Yoga Home","Praktyka skupiająca się na głębokim rozciąganiu przywodzicieli ciała, wykorzystująca różne warianty asan.","2","Pasek, Poduszki, Wałek","https://www.youtube.com/watch?v=nDeQcGM2MXg"
"Vinyasa rozciągając ★★✩✩ na start dnia","Vinyasa, Poranek, Rozciąganie, Łagodna","57","Yoga Home","Płynna sekwencja jogi na dobry start dnia, łącząca ruch z oddechem i pozwalająca rozruszać ciało.","2","Brak","https://www.youtube.com/watch?v=CDBVokj5SNI"
